"90","RELIEVE C.A.","1","FLA-1813-A","FLA-SPRAY METALIC GOLD","514","SPRAY","2" 
101","LA TIENDA DEL PINTOR ANACO C.A.","3","FLA-70-68-1","FLA-WALL VERDE GRAMA","505","PINTURAS CAUCHOS","12" 
101","LA TIENDA DEL PINTOR ANACO C.A.","3","FLA-70-81-1","FLA-WALL GRIS CEMENTO","505","PINTURAS CAUCHOS","1" 
101","LA TIENDA DEL PINTOR ANACO C.A.","3","FLA-740-F100-1","FLA-CRIL BLANCO ACRILICO","500","PINTURAS ACRILICAS","1.31" 
101","LA TIENDA DEL PINTOR ANACO C.A.","3","FLA-740-F380-1","FLA CRYL ROJO MAGENTA","500","PINTURAS ACRILICAS","1.5" 
101","LA TIENDA DEL PINTOR ANACO C.A.","3","FLA-740-F460-1","FLA-CRYL VIOLETA","500","PINTURAS ACRILICAS","1" 
101","LA TIENDA DEL PINTOR ANACO C.A.","3","FLA-740-F901-1","FLA-CRYL ALUMINIO MEDIO","500","PINTURAS ACRILICAS","1" 
101","LA TIENDA DEL PINTOR ANACO C.A.","3","FLA-945-0900-4","CATALIXADOR EPOXY","506","PINTURAS EPOXICOS","171" 
101","LA TIENDA DEL PINTOR ANACO C.A.","3","FLA-945-5015-1","EPOXI POLIAMIDA AZUL PISCINA","506","PINTURAS EPOXICOS","8" 
101","LA TIENDA DEL PINTOR ANACO C.A.","3","FLA-945-9003-1","EPOXI P.47% BLANCO (4:1)","506","PINTURAS EPOXICOS","7" 
101","LA TIENDA DEL PINTOR ANACO C.A.","3","FLA-945-9005-1","EPOXY POLIAMIDA NEGRO","506","PINTURAS EPOXICOS","21" 
101","LA TIENDA DEL PINTOR ANACO C.A.","3","REG-54-9003-5","REGIONAL BROCAL BLANCO S/P","507","PINTURAS ESMALTES","2" 
101","LA TIENDA DEL PINTOR ANACO C.A.","3","REG-65-13-4","PASTA PROFESIONAL REGIONAL","505","PINTURAS CAUCHOS","8" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","ARM-072F105-1","ARMONIA INTERIOR BLANCO OSTRA","505","PINTURAS CAUCHOS","1" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","ARM-072F2481D-1","ARMONIA INTERIOR JAMAICA","505","PINTURAS CAUCHOS","4" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","ARM-072F2978D-1","ARMONIA INTERIOR GRIS PIZARRA","505","PINTURAS CAUCHOS","1" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","ARM-072F3003P-1","ARMONIA INTERIOR BARILOCHE","505","PINTURAS CAUCHOS","2" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","ARM-085F100-1","BASE SATINADA COLORES CLAROS","505","PINTURAS CAUCHOS","4" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","ARM-085F101-1","ARMONIA SATINADO BASE C/MEDIOS","505","PINTURAS CAUCHOS","16" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","ARM-085F105-1","BASE SATINADA COLORES OSCUROS","505","PINTURAS CAUCHOS","1" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","ARM-085F2185P-1","ARMONIA SATINADO SE/ORITA","505","PINTURAS CAUCHOS","1" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","ARM-582F101-1","BASE EXTERIOR COLORES CLAROS","505","PINTURAS CAUCHOS","5" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","ARM-582F104-1","BASE EXTERIOR COLORES NEUTRO","505","PINTURAS CAUCHOS","3" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","ARM-582F105-1","BASE EXTERIOR COLORES OSCUROS","505","PINTURAS CAUCHOS","1" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","ARM-582F107-1","ARMONIA EXTERIOR BASE C/MEDIOS","505","PINTURAS CAUCHOS","4" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","ARM-582F154-1","ARMONIA EXTERIOR MAGNOLIA","505","PINTURAS CAUCHOS","2" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","ARM-582F2040T-1","ARMONIA EXTERIOR CROCUS","505","PINTURAS CAUCHOS","2" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","ARM-582F244-1","ARMONIA EXTERIOR BAMBU","505","PINTURAS CAUCHOS","2" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","ARM-582F496-1","ARMONIA EXTERIOR TURQUESA REAL","505","PINTURAS CAUCHOS","1" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","ARM-582F528-1","ARMONIA EXTERIOR ALOE","505","PINTURAS CAUCHOS","3" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","CCA-1900-KX-4","COLORANTE WHITE","517","TINTAS",".667" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","CCA-1912-AXX-4","COLORANTE YELLOW","517","TINTAS","1" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","CCA-1914-T-4","COLORANTE MEDIUM YELLOW","517","TINTAS",".5" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","CCA-1921-D-4","COLORANTE THALO GREEN","517","TINTAS","5" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","CCA-1932-E-4","COLORANTE THALO BLUE","517","TINTAS",".25" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","CCA-1935-F-4","COLORANTE RED OXIDE","517","TINTAS","9.87" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","CCA-1946-SS-4","COLORANTE PERMANENT RED","517","TINTAS","1" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","CCA-1977-C-4","COLORANTE YELLOW OXIDE","517","TINTAS",".62" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","CCA-1982-M-4","COLORANTE MAGENTA","517","TINTAS","2.2" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","CCA-1988-L-4","COLORANTE RAW UMBER","517","TINTAS","9" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","CCA-1991-B-4","COLORANTE LAMP BLACK","517","TINTAS",".32" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","CCA-1997-I-4","COLORANTE BROWN OXIDE","517","TINTAS","1.25" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","FLA-026-113-1","SUPER ESMALTE MARFIL CLARO","507","PINTURAS ESMALTES","1.25" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","FLA-026-511-1","SUPER ESMALTE VERDE TILO","507","PINTURAS ESMALTES","1" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","FLA-17-00-1","FONDO ECOLOG/ANTIALCALINO","501","FONDOS","9" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","FLA-20-21-1","FLA-GLOSS MARFIL SUAVE","507","PINTURAS ESMALTES",".25" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","FLA-20-22-1","FLA-GLOSS CANELA CLARO","507","PINTURAS ESMALTES","2" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","FLA-20-31-4","FLA-GLOSS NARANJA","507","PINTURAS ESMALTES","4" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","FLA-20-53-4","FLA-GLOSS AZUL HORIZONTE","507","PINTURAS ESMALTES","1" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","FLA-20-62-1","FLA-GLOSS VERDE CLARO","507","PINTURAS ESMALTES","3" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","FLA-20-62-4","FLA-GLOSS VERDE CLARO","507","PINTURAS ESMALTES","7" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","FLA-20-72-4","FLA-GLOSS CAOBA","507","PINTURAS ESMALTES","1" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","FLA-320-060-1","BARNIZ NOGAL","800","BARNICES","1.87" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","FLA-320-060-4","BARNIZ BRILLANTE NOGAL","800","BARNICES","9" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","FLA-355-001-1","FLA-WALL SATINADO BLANCO","505","PINTURAS CAUCHOS","3" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","FLA-355-021-1","FLA-WALL SATINADO BEIGE TAMPIC","505","PINTURAS CAUCHOS","1" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","FLA-355-100-1","BASE SAT FLA-WALL COL/CLAROS P","505","PINTURAS CAUCHOS","1" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","FLA-355-101-1","BASE SAT.FLA-WALL COL/MEDIO","505","PINTURAS CAUCHOS","9" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","FLA-355-102-1","FLA-WALL SATINADO BASE C/ NEUT","505","PINTURAS CAUCHOS","3" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","FLA-355-103-1","FLA-WALL SAT/COL/OSCUROS","505","PINTURAS CAUCHOS","16" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","FLA-355-170-1","FLA-WALL SAT CHOCOLATE","505","PINTURAS CAUCHOS","4" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","FLA-355-2418T-1","FLA-WALL SATINADO AZUL LAGO","505","PINTURAS CAUCHOS","9" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","FLA-40-01-1","FLA-RAPID BARNIZ TRANSP. S/RAP","507","PINTURAS ESMALTES","2" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","FLA-40-55-1","FLA-RAPID AZUL INTENSO","507","PINTURAS ESMALTES",".75" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","FLA-497-250-1","EPOXI POLIAMIDA ANARANJADO","506","PINTURAS EPOXICOS","1" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","FLA-70-061-1","FLA WALL VERDE BAMBU","505","PINTURAS CAUCHOS","7" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","FLA-70-081-1","FLA-WALL GRIS CEMENTO","505","PINTURAS CAUCHOS","21" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","FLA-70-100-1","FLA-WALL BASE COLORES CLAROS","505","PINTURAS CAUCHOS","18" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","FLA-70-101-1","FLA-WALL BASE COLORES MEDIOS","505","PINTURAS CAUCHOS","16" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","FLA-70-104-1","FLA-WALL BASE COLORES NEUTRA","505","PINTURAS CAUCHOS","23" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","FLA-70-105-1","FLA-WALL BASE COLORES OSCUROS","505","PINTURAS CAUCHOS","17" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","FLA-70-12-1","FLA-WALL BLANCO OSTRA","505","PINTURAS CAUCHOS","2" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","FLA-70-2137T-1","FLA-WALL ALBARICOQUE","505","PINTURAS CAUCHOS","6" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","FLA-717-404-1","ACRILICO INDO ORANGE","500","PINTURAS ACRILICAS","1" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","FLA-740-F900-1","FLA-CRYL ALUMINIO FINO","500","PINTURAS ACRILICAS","4.25" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","FLA-80-64-1","MARTILLADO VERDE BOSQUE","512","PINTURAS MARTILLADAS",".37" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","FLA-80-84-1","MARTILLADO GRIS CARBON","512","PINTURAS MARTILLADAS",".25" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","FLA-80-87-1","MARTILLADO GRIS MAQUINA","512","PINTURAS MARTILLADAS",".5" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","FLA-856-010-1","LACA TRANSPARENTE NITRO","516","LACAS","10" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","FLA-856-010-4","LACA TRANSPARENTE NITRO","516","LACAS","5" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","FLA-856-020-1","LACA NITRO TRANSP.MATE","516","LACAS","1" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","FLA-856-505-1","LACA NITRO ROJO CADMION","516","LACAS","1.5" 
105","LA TIENDA DEL PINTOR GUARAGUAO C.A.","3","FLA-945-3001-1","CATALIZADOR PARA EPOXI","506","PINTURAS EPOXICOS","3" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-026F100-1","ARMONIA SUPER ESMALTE BLANCO","507","PINTURAS ESMALTES","1" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-026F100-4","ARMONIA SUPER ESMALTE BLANCO","507","PINTURAS ESMALTES","18" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-026F208-1","ARMONIA SUPER ESMA.ARAGUANEY 1","507","PINTURAS ESMALTES","3" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-026F208-4","SUPER ESMALTE ARAGUANEY","507","PINTURAS ESMALTES","10" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-026F630-4","SUPER ESMALTE GRIS CLARO","507","PINTURAS ESMALTES","9" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-026F701-4","SUPER ESMALTE ENCINA","507","PINTURAS ESMALTES","12" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-072F101-1","ARMONIA INTERIOR BLANCO","505","PINTURAS CAUCHOS","2" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-072F105-1","ARMONIA INTERIOR BLANCO OSTRA","505","PINTURAS CAUCHOS","5" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-072F113-1","ARMONIA INTERIOR ROSA SERENA","505","PINTURAS CAUCHOS","4" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-072F140-1","ARMONIA INTERIOR MARFIL SUAVE","505","PINTURAS CAUCHOS","2" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-072F142-1","ARMONIA INTERIOR DURAZNO TIERN","505","PINTURAS CAUCHOS","2" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-072F2026T-1","ARMONIA INTERIOR RAYO SOLAR","505","PINTURAS CAUCHOS","12" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-072F2069D-1","ARMONIA INTERIOR MANDARINA","505","PINTURAS CAUCHOS","4" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-072F214-1","ARMONIA INTERIOR MELON CLARO","505","PINTURAS CAUCHOS","5" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-072F2247P-1","ARMONIA INT.HECHIZO DE LUNA","505","PINTURAS CAUCHOS","7" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-072F2374T-1","ARMONIA INTERIOR ETERNO AZUL","505","PINTURAS CAUCHOS","20" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-072F2398D-1","ARMONIA INTERIOR CLEOPATRA","505","PINTURAS CAUCHOS","15" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-072F3003P-1","ARMONIA INTERIOR BARILOCHE","505","PINTURAS CAUCHOS","5" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-072F600-1","ARMONIA INTERIOR VEREDA","505","PINTURAS CAUCHOS","2" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-072F700-1","ARMONIA INTERIOR MOSQUETERO","505","PINTURAS CAUCHOS","53" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-079F116-1","ARMONIA VINTAGE LILA DULCE","505","PINTURAS CAUCHOS","8" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-079F117-1","ARMONIA VINTAGE LILA INSPIRACI","505","PINTURAS CAUCHOS","15" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-079F131-1","ARMONIA INT.VINTAGE NECTARINA","505","PINTURAS CAUCHOS","5" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-079F140-1","ARMONIA INTERIOR VAINILLA CREM","505","PINTURAS CAUCHOS","2" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-079F165-1","ARMONIA INT.VINTAGE TESORO MAR","505","PINTURAS CAUCHOS","16" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-079F300-1","ARMONIA VINTAGE VINO ESPUMOSO","505","PINTURAS CAUCHOS","12" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-079F501-1","ARMONIA INTERIOR CIELO ABIERTO","505","PINTURAS CAUCHOS","8" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-079F502-1","ARMONIA VINTAGE AZUL ATLANTIS","505","PINTURAS CAUCHOS","6" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-079F600-1","ARMONIA VINTAGE LIMONCELLO","505","PINTURAS CAUCHOS","5" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-085F001-1","ARMONIA SATINADO BLANCO","505","PINTURAS CAUCHOS","3" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-085F010-1","ARMONIA SATINADO BCO. DURAZNO","505","PINTURAS CAUCHOS","8" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-085F015-1","SATINADO  RAFIA","505","PINTURAS CAUCHOS","17" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-085F031-1","ARMONIA SATINADO NECTARI","505","PINTURAS CAUCHOS","7" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-085F040-1","ARMONIA SATINADO MELON SUAVE","505","PINTURAS CAUCHOS","10" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-085F080-1","ARMONIA SATINADO VERDE CRISTAL","505","PINTURAS CAUCHOS","9" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-085F084-1","ARMONIA SATINADO AGUAMARINA","505","PINTURAS CAUCHOS","9" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-085F085-1","ARMONIA SATINADO AGUACATE","505","PINTURAS CAUCHOS","16" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-085F087-1","ARMONIA SATINADO ACEITUNA","505","PINTURAS CAUCHOS","14" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-085F100-1","BASE SATINADA COLORES CLAROS","505","PINTURAS CAUCHOS","12.5" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-085F101-1","ARMONIA SATINADO BASE C/MEDIOS","505","PINTURAS CAUCHOS","11.5" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-085F104-1","BASE SATINADA COLORES NEUTRA","505","PINTURAS CAUCHOS","6" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-085F2019T-1","ARMONIA SATINADO REFLEJOS","505","PINTURAS CAUCHOS","10" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-085F2043P-1","ARMONIA SATINADO BRILLO DORADO","505","PINTURAS CAUCHOS","18" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-085F2185P-1","ARMONIA SATINADO SE/ORITA","505","PINTURAS CAUCHOS","10" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-085F2235T-1","ARMONIA SATINADO CLASICO","505","PINTURAS CAUCHOS","1" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-085F2237D-1","ARMONIA SATINADO DULC.CEREZA","505","PINTURAS CAUCHOS","8" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-085F2417T-1","ARMONIA SATINADO AZUL LLUVIA","505","PINTURAS CAUCHOS","8" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-085F2436P-1","ARMONIA SATINADO ARBELA","505","PINTURAS CAUCHOS","9" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-582F071-1","ARMONIA EXTERIOR COCOA","505","PINTURAS CAUCHOS","5" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-582F100-1","ARMONIA EXTERIOR BLANCO","505","PINTURAS CAUCHOS","6" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-582F100-5","ARMONIA EXTERIOR BLANCO","505","PINTURAS CAUCHOS","1" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-582F101-1","BASE EXTERIOR COLORES CLAROS","505","PINTURAS CAUCHOS","4.5" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-582F104-1","BASE EXTERIOR COLORES NEUTRO","505","PINTURAS CAUCHOS","1.75" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-582F105-1","BASE EXTERIOR COLORES OSCUROS","505","PINTURAS CAUCHOS","1" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-582F107-1","ARMONIA EXTERIOR BASE C/MEDIOS","505","PINTURAS CAUCHOS","3.25" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-582F154-1","ARMONIA EXTERIOR MAGNOLIA","505","PINTURAS CAUCHOS","4" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-582F2040T-1","ARMONIA EXTERIOR CROCUS","505","PINTURAS CAUCHOS","10" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-582F210-1","ARMONIA EXTERIOR CREMA ANTE","505","PINTURAS CAUCHOS","9" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-582F2109T-1","ARMONIA EXTERIOR ROSA TE","505","PINTURAS CAUCHOS","5" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-582F2147C-1","ARMONIA EXTERIOR TOSTADO","505","PINTURAS CAUCHOS","8" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-582F2411D-1","ARMONIA EXTERIOR AZUL ZAFIRO","505","PINTURAS CAUCHOS","6" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-582F244-1","ARMONIA EXTERIOR BAMBU","505","PINTURAS CAUCHOS","12" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-582F2476C-1","ARMONIA EXTERIOR MAR","505","PINTURAS CAUCHOS","5" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-582F2805C-1","ARMONIA EXTERIOR AVELLANA","505","PINTURAS CAUCHOS","8" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-582F389-1","ARMONIA EXTERIOR ROJO PETALO","505","PINTURAS CAUCHOS","9" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-582F491-1","ARMONIA EXTERIOR AZUL CROMO","505","PINTURAS CAUCHOS","19" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-582F496-1","ARMONIA EXTERIOR TURQUESA REAL","505","PINTURAS CAUCHOS","5" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-582F515-1","ARMONIA EXTERIOR AVOCADO","505","PINTURAS CAUCHOS","3" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-582F669-1","ARMONIA EXTERIOR GRIS CONCRETO","505","PINTURAS CAUCHOS","4" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-65-12-E-1","PASTA ARMONIA","505","PINTURAS CAUCHOS","12" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-65-12-E-4","ARMONIA PASTA PROF.ESPECIAL","505","PINTURAS CAUCHOS","16" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","ARM-65-12-E-5","PASTA PROFESIONAL ARMONIA","505","PINTURAS CAUCHOS","2" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","CCA-1900-KX-4","COLORANTE WHITE","517","TINTAS",".981" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","CCA-1913-AXN-4","COLORANTE YELLOW","517","TINTAS","2.341" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","CCA-1914-T-4","COLORANTE MEDIUM YELLOW","517","TINTAS","10.867" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","CCA-1921-D-4","COLORANTE THALO GREEN","517","TINTAS","2.104" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","CCA-1932-E-4","COLORANTE THALO BLUE","517","TINTAS","4.314" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","CCA-1935-F-4","COLORANTE RED OXIDE","517","TINTAS","3.291" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","CCA-1946-SS-4","COLORANTE PERMANENT RED","517","TINTAS","10.117" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","CCA-1977-C-4","COLORANTE YELLOW OXIDE","517","TINTAS","4.912" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","CCA-1982-M-4","COLORANTE MAGENTA","517","TINTAS","10.176" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","CCA-1988-L-4","COLORANTE RAW UMBER","517","TINTAS","1.431" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","CCA-1991-B-4","COLORANTE LAMP BLACK","517","TINTAS","4.702" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","CCA-1997-I-4","COLORANTE BROWN OXIDE","517","TINTAS","2.392" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","CCC-CARTA/COLOR","FANDECK SISTEMA TINTOMETRICO","333","BASE COLOR (VALSPAR)","1" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","FLA-10-00-1","FONDO ECOLOGICO ANTIALCALINO","501","FONDOS","5" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","FLA-10-00-5","FONDO ECOLOGICO ANTIALCALINO","501","FONDOS","1" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","FLA-10-82-1","FONDO P/HERRERIA ROJO","501","FONDOS","1" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","FLA-10-82-4","FONDO P/HERRERIA ROJO","501","FONDOS","5" 
106","LA TIENDA DEL PINTOR PASEO MIRANDA C.A.","3","FLA-10-84-1","FONDO P/HERRERIA GRIS","501","FONDOS","14" 
